Merek,Model,Varian,Spesifikasi,Value,Tab
honda,br-v,e-mt,Torsi,145 Nm,1
honda,br-v,e-mt,Girboks,6-Speed,4
honda,br-v,e-mt,Jenis penggerak,FWD,4
honda,br-v,e-mt,Jenis Transmisi,Manual,4
honda,br-v,e-mt,Jumlah Silinder,4,5
honda,br-v,e-mt,Katup per Silinder,4,5
honda,br-v,e-mt,Konfigurasi Katup,SOHC,5
honda,br-v,e-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,br-v,e-mt,Rasio Kompresi,10.3:1,5
honda,br-v,e-mt,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve SOHC i-VTEC",5
honda,jazz,cvt,Kapasitas mesin,1497 cc,1
honda,jazz,cvt,Tenaga,118 hp,1
honda,jazz,cvt,Torsi,145 Nm,1
honda,jazz,cvt,Jenis Bahan Bakar,Bensin,1
honda,jazz,cvt,Girboks,Variable Speed,4
honda,jazz,cvt,Jenis penggerak,FWD,4
honda,jazz,cvt,Jenis Transmisi,CVT,4
honda,jazz,cvt,Jumlah Silinder,4,5
honda,jazz,cvt,Katup per Silinder,4,5
honda,jazz,cvt,Konfigurasi Katup,SOHC,5
honda,jazz,cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,jazz,cvt,Rasio Kompresi,10.3:1,5
honda,jazz,cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC",5
honda,jazz,rs-cvt,Kapasitas mesin,1497 cc,1
honda,jazz,rs-cvt,Tenaga,118 hp,1
honda,jazz,rs-cvt,Torsi,145 Nm,1
honda,jazz,rs-cvt,Jenis Bahan Bakar,Bensin,1
honda,jazz,rs-cvt,Girboks,Variable Speed,4
honda,jazz,rs-cvt,Jenis penggerak,FWD,4
honda,jazz,rs-cvt,Jenis Transmisi,CVT,4
honda,jazz,rs-cvt,Jumlah Silinder,4,5
honda,jazz,rs-cvt,Katup per Silinder,4,5
honda,jazz,rs-cvt,Konfigurasi Katup,SOHC,5
honda,jazz,rs-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,jazz,rs-cvt,Rasio Kompresi,10.3:1,5
honda,jazz,rs-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC",5
honda,jazz,mt,Kapasitas mesin,1497 cc,1
honda,jazz,mt,Tenaga,118 hp,1
honda,jazz,mt,Torsi,145 Nm,1
honda,jazz,mt,Jenis Bahan Bakar,Bensin,1
honda,jazz,mt,Girboks,5-Speed,4
honda,jazz,mt,Jenis penggerak,FWD,4
honda,jazz,mt,Jenis Transmisi,Manual,4
honda,jazz,mt,Jumlah Silinder,4,5
honda,jazz,mt,Katup per Silinder,4,5
honda,jazz,mt,Konfigurasi Katup,SOHC,5
honda,jazz,mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,jazz,mt,Rasio Kompresi,10.3:1,5
honda,jazz,mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC",5
honda,jazz,rs-mt,Kapasitas mesin,1497 cc,1
honda,jazz,rs-mt,Tenaga,118 hp,1
honda,jazz,rs-mt,Torsi,145 Nm,1
honda,jazz,rs-mt,Jenis Bahan Bakar,Bensin,1
honda,jazz,rs-mt,Girboks,5-Speed,4
honda,jazz,rs-mt,Jenis penggerak,FWD,4
honda,jazz,rs-mt,Jenis Transmisi,Manual,4
honda,jazz,rs-mt,Jumlah Silinder,4,5
honda,jazz,rs-mt,Katup per Silinder,4,5
honda,jazz,rs-mt,Konfigurasi Katup,SOHC,5
honda,jazz,rs-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,jazz,rs-mt,Rasio Kompresi,10.3:1,5
honda,jazz,rs-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC",5
honda,cr-v,1-5l-turbo,Kapasitas mesin,1498 cc,1
honda,cr-v,1-5l-turbo,Tenaga,187 hp,1
honda,cr-v,1-5l-turbo,Jenis Bahan Bakar,Bensin,1
honda,cr-v,1-5l-turbo,Torsi,240 Nm,1
honda,cr-v,1-5l-turbo,Girboks,Variable Speed,4
honda,cr-v,1-5l-turbo,Jenis Transmisi,CVT,4
honda,cr-v,1-5l-turbo,Jumlah Silinder,4,5
honda,cr-v,1-5l-turbo,Katup per Silinder,4,5
honda,cr-v,1-5l-turbo,Konfigurasi Katup,DOHC,5
honda,cr-v,1-5l-turbo,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,cr-v,1-5l-turbo,Rasio Kompresi,10.3:1,5
honda,cr-v,1-5l-turbo,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo",5
honda,cr-v,2-0l,Kapasitas mesin,1997 cc,1
honda,cr-v,2-0l,Tenaga,153 hp,1
honda,cr-v,2-0l,Torsi,189 Nm,1
honda,cr-v,2-0l,Jenis Bahan Bakar,Bensin,1
honda,cr-v,2-0l,Girboks,Variable Speed,4
honda,cr-v,2-0l,Jenis Transmisi,CVT,4
honda,cr-v,2-0l,Jumlah Silinder,4,5
honda,cr-v,2-0l,Katup per Silinder,4,5
honda,cr-v,2-0l,Konfigurasi Katup,SOHC,5
honda,cr-v,2-0l,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,cr-v,2-0l,Rasio Kompresi,10.6:1,5
honda,cr-v,2-0l,Mesin,"2.0L Petrol Engine, 4 Cylinder 16 Valve SOHC VTEC Turbo",5
honda,cr-v,1-5l-turbo-prestige,Kapasitas mesin,1498 cc,1
honda,cr-v,1-5l-turbo-prestige,Tenaga,187 hp,1
honda,cr-v,1-5l-turbo-prestige,Jenis Bahan Bakar,Bensin,1
honda,cr-v,1-5l-turbo-prestige,Torsi,240 Nm,1
honda,cr-v,1-5l-turbo-prestige,Girboks,Variable Speed,4
honda,cr-v,1-5l-turbo-prestige,Jenis Transmisi,CVT,4
honda,cr-v,1-5l-turbo-prestige,Jumlah Silinder,4,5
honda,cr-v,1-5l-turbo-prestige,Katup per Silinder,4,5
honda,cr-v,1-5l-turbo-prestige,Konfigurasi Katup,DOHC,5
honda,cr-v,1-5l-turbo-prestige,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,cr-v,1-5l-turbo-prestige,Rasio Kompresi,10.3:1,5
honda,cr-v,1-5l-turbo-prestige,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo",5
honda,civic,1-5l-turbo,Kapasitas mesin,1498 cc,1
honda,civic,1-5l-turbo,Tenaga,171 hp,1
honda,civic,1-5l-turbo,Torsi,220 Nm,1
honda,civic,1-5l-turbo,Jenis Bahan Bakar,Bensin,1
honda,civic,1-5l-turbo,Girboks,Variable Speed,4
honda,civic,1-5l-turbo,Jenis Transmisi,CVT,4
honda,civic,1-5l-turbo,Jumlah Silinder,4,5
honda,civic,1-5l-turbo,Katup per Silinder,4,5
honda,civic,1-5l-turbo,Konfigurasi Katup,DOHC,5
honda,civic,1-5l-turbo,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,civic,1-5l-turbo,Rasio Kompresi,10.6:1,5
honda,civic,1-5l-turbo,Mesin,"1.5L Petrol Engine Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo",5
honda,civic-type-r,6-speed-mt,Kapasitas mesin,1996 cc,1
honda,civic-type-r,6-speed-mt,Tenaga,306 hp,1
honda,civic-type-r,6-speed-mt,Jenis Bahan Bakar,Bensin,1
honda,civic-type-r,6-speed-mt,Torsi,400 Nm,1
honda,civic-type-r,6-speed-mt,Girboks,6-Speed,4
honda,civic-type-r,6-speed-mt,Jenis Transmisi,Manual,4
honda,civic-type-r,6-speed-mt,Jumlah Silinder,4,5
honda,civic-type-r,6-speed-mt,Katup per Silinder,4,5
honda,civic-type-r,6-speed-mt,Konfigurasi Katup,DOHC,5
honda,civic-type-r,6-speed-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,civic-type-r,6-speed-mt,Mesin,"2.0L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC VTEC Turbo",5
honda,city,e-mt,Kapasitas mesin,1497 cc,1
honda,city,e-mt,Tenaga,118 hp,1
honda,city,e-mt,Jenis Bahan Bakar,Bensin,1
honda,city,e-mt,Torsi,145 Nm,1
honda,city,e-mt,Girboks,5-Speed,4
honda,city,e-mt,Jenis penggerak,FWD,4
honda,city,e-mt,Jenis Transmisi,Manual,4
honda,city,e-mt,Jumlah Silinder,4,5
honda,city,e-mt,Katup per Silinder,4,5
honda,city,e-mt,Konfigurasi Katup,SOHC,5
honda,city,e-mt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,city,e-mt,Rasio Kompresi,10.3:1,5
honda,city,e-mt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC",5
honda,city,e-cvt,Kapasitas mesin,1497 cc,1
honda,city,e-cvt,Tenaga,118 hp,1
honda,city,e-cvt,Jenis Bahan Bakar,Bensin,1
honda,city,e-cvt,Torsi,145 Nm,1
honda,city,e-cvt,Girboks,Variable Speed,4
honda,city,e-cvt,Jenis penggerak,FWD,4
honda,city,e-cvt,Jenis Transmisi,CVT,4
honda,city,e-cvt,Jumlah Silinder,4,5
honda,city,e-cvt,Katup per Silinder,4,5
honda,city,e-cvt,Konfigurasi Katup,SOHC,5
honda,city,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,city,e-cvt,Rasio Kompresi,10.3:1,5
honda,city,e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve SOHC",5
honda,civic-hatchback,e-cvt,Kapasitas mesin,1498 cc,1
honda,civic-hatchback,e-cvt,Tenaga,171 hp,1
honda,civic-hatchback,e-cvt,Jenis Bahan Bakar,Bensin,1
honda,civic-hatchback,e-cvt,Torsi,220 Nm,1
honda,civic-hatchback,e-cvt,Girboks,Variable Speed,4
honda,civic-hatchback,e-cvt,Jenis Transmisi,CVT,4
honda,civic-hatchback,e-cvt,Jumlah Silinder,4,5
honda,civic-hatchback,e-cvt,Katup per Silinder,4,5
honda,civic-hatchback,e-cvt,Konfigurasi Katup,DOHC,5
honda,civic-hatchback,e-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,civic-hatchback,e-cvt,Rasio Kompresi,10.6:1,5
honda,civic-hatchback,e-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo",5
honda,civic-hatchback,s-cvt,Kapasitas mesin,1498 cc,1
honda,civic-hatchback,s-cvt,Tenaga,171 hp,1
honda,civic-hatchback,s-cvt,Torsi,220 Nm,1
honda,civic-hatchback,s-cvt,Jenis Bahan Bakar,Bensin,1
honda,civic-hatchback,s-cvt,Girboks,Variable Speed,4
honda,civic-hatchback,s-cvt,Jenis Transmisi,CVT,4
honda,civic-hatchback,s-cvt,Jumlah Silinder,4,5
honda,civic-hatchback,s-cvt,Katup per Silinder,4,5
honda,civic-hatchback,s-cvt,Konfigurasi Katup,DOHC,5
honda,civic-hatchback,s-cvt,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,civic-hatchback,s-cvt,Rasio Kompresi,10.6:1,5
honda,civic-hatchback,s-cvt,Mesin,"1.5L Petrol Engine, 4 Cylinder 16 Valve DOHC VTEC Turbo",5
honda,odyssey,2-4l,Kapasitas mesin,2356 cc,1
honda,odyssey,2-4l,Tenaga,173 hp,1
honda,odyssey,2-4l,Torsi,225 Nm,1
honda,odyssey,2-4l,Jenis Bahan Bakar,Bensin,1
honda,odyssey,2-4l,Girboks,Variable Speed,4
honda,odyssey,2-4l,Jenis Transmisi,CVT,4
honda,odyssey,2-4l,Jumlah Silinder,4,5
honda,odyssey,2-4l,Katup per Silinder,4,5
honda,odyssey,2-4l,Konfigurasi Katup,DOHC,5
honda,odyssey,2-4l,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,odyssey,2-4l,Rasio Kompresi,10.1:1,5
honda,odyssey,2-4l,Mesin,"2.4L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC i-VTEC",5
honda,accord,1-5l,Kapasitas mesin,1498 cc,1
honda,accord,1-5l,Tenaga,187 hp,1
honda,accord,1-5l,Torsi,260 Nm,1
honda,accord,1-5l,Jenis Bahan Bakar,Bensin,1
honda,accord,1-5l,Girboks,Variable Speed,4
honda,accord,1-5l,Jenis Transmisi,CVT,4
honda,accord,1-5l,Jenis penggerak,FWD,4
honda,accord,1-5l,Jumlah Silinder,4,5
honda,accord,1-5l,Katup per Silinder,4,5
honda,accord,1-5l,Konfigurasi Katup,DOHC,5
honda,accord,1-5l,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,accord,1-5l,Rasio Kompresi,10.3:1,5
honda,accord,1-5l,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC",5
honda,civic-hatchback-rs,1-5l,Kapasitas mesin,1498 cc,1
honda,civic-hatchback-rs,1-5l,Tenaga,171 hp,1
honda,civic-hatchback-rs,1-5l,Jenis Bahan Bakar,Bensin,1
honda,civic-hatchback-rs,1-5l,Torsi,220 Nm,1
honda,civic-hatchback-rs,1-5l,Girboks,Variable Speed,4
honda,civic-hatchback-rs,1-5l,Jenis Transmisi,CVT,4
honda,civic-hatchback-rs,1-5l,Jumlah Silinder,4,5
honda,civic-hatchback-rs,1-5l,Katup per Silinder,4,5
honda,civic-hatchback-rs,1-5l,Konfigurasi Katup,DOHC,5
honda,civic-hatchback-rs,1-5l,Sistem Suplai Bahan Bakar,PGM-FI,5
honda,civic-hatchback-rs,1-5l,Mesin,"1.5L Petrol Engine, Inline 4 Cylinder 16 Valve DOHC",5
